genes,logFC,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT1G80910.1,0.6666248198301391,4.902057506057664,28.24565668020019,1.0685412934696339e-7,1.3900551507226728e-6,AT1G80910,CCZ1b,CALCIUM CAFFEINE ZINC SENSITIVITY 1b
AT1G18485.1,-0.8281313446050109,4.150464366481191,28.226120227849123,1.0793808526632976e-7,1.4036128255105311e-6,AT1G18485,NA,NA
AT4G17250.1,0.7995753506062905,4.163960339052992,28.220605232138976,1.0824606750165286e-7,1.4070732534586225e-6,AT4G17250,NA,NA
AT1G11180.2,-0.858661586308649,3.392691776411447,28.21905717318426,1.0833267627381883e-7,1.4076545197806884e-6,AT1G11180,AtSCAMP2;SCAMP2,NA;Secretory carrier membrane protein 2
AT5G03230.1,-1.3537210055774083,3.694713298725114,28.218038393096762,1.0838971152967358e-7,1.4078512125319256e-6,AT5G03230,NA,NA
AT3G51510.1,-0.7669666229100667,5.866822410927758,28.207370620137972,1.0898874498741489e-7,1.4150849339517447e-6,AT3G51510,NA,NA
AT5G18130.1,-0.6357740136133635,5.20309944900412,28.19167523015506,1.0987613368861602e-7,1.4260555597546833e-6,AT5G18130,NA,NA
AT3G46385.1,1.1538743853957187,2.697704476364583,28.183040237618968,1.1036742405654146e-7,1.4318788351922417e-6,AT3G46385,NA,NA
AT1G10200.1,-0.5515843698120154,6.202656265541477,28.16976333737073,1.1112711498649437e-7,1.4411784321791525e-6,AT1G10200,AtWLIM1;WLIM1,NA;WLIM1
AT3G52150.1,-0.6253489859746122,7.655264642316812,28.166830405729186,1.112956397808991e-7,1.4428071326843253e-6,AT3G52150,PSRP2,plastid-speci&#64257;c ribosomal protein 2
AT5G27350.1,-1.0296001660506697,5.924038424407712,28.154424878893842,1.1201129240094767e-7,1.4515246614950418e-6,AT5G27350,SFP1,"NA"
AT3G21760.1,-0.912315672691447,5.277471948446734,28.142066009966026,1.1272883887438778e-7,1.4602600014869614e-6,AT3G21760,HYR1,HYPOSTATIN RESISTANCE 1
AT3G07160.1,0.5780043680288435,7.820277456514393,28.093720937665147,1.1558024623044999e-7,1.4966194350040773e-6,AT3G07160,ATGSL10;CALS9;gsl10;GSL10,glucan synthase-like 10;NA;NA;glucan synthase-like 10
AT1G21500.1,-0.879868009751817,6.710894318936649,28.074445513858613,1.167371693382099e-7,1.5110178598237786e-6,AT1G21500,NA,NA
AT4G38710.2,0.6752098789847307,6.772281591695899,28.06973252653969,1.1702180702439209e-7,1.5141188908870323e-6,AT4G38710,NA,NA
AT3G52120.1,0.565652553247454,6.0598383830687705,28.056787389412868,1.1780720360194883e-7,1.523694247664621e-6,AT3G52120,NA,NA
AT2G32400.1,-0.7070677873141681,4.420811380387359,28.050684345393893,1.1817931250026156e-7,1.5279189144416271e-6,AT2G32400,ATGLR3.7;GLR3.7;GLR5,NA;GLUTAMATE RECEPTOR 3.7;glutamate receptor 5
AT1G70140.1,2.12872304963412,4.286343273225482,28.04852137783778,1.1831147336275504e-7,1.5290392799751136e-6,AT1G70140,ATFH8;FH8,formin 8;formin 8
AT4G00760.1,0.964399043110005,5.095542930090842,28.04658289729254,1.1843004354481872e-7,1.5299832076866584e-6,AT4G00760,APRR8;PRR8,pseudo-response regulator 8;PSEUDO-RESPONSE REGULATOR 8
AT4G22490.1,-1.381628200264258,4.842105765279569,28.04557483911394,1.1849175004953006e-7,1.5301920773114177e-6,AT4G22490,NA,NA
AT5G54540.1,-0.5927649404469963,5.976343306204463,28.03137204779979,1.193645815704461e-7,1.5408715597119206e-6,AT5G54540,NA,NA
AT3G05727.1,-1.1197517430723845,5.410656904687578,28.013572707645768,1.204675414704591e-7,1.5545124149348567e-6,AT3G05727,NA,NA
AT3G23760.1,-0.7228631925791188,4.128998721812467,28.00836257066732,1.2079232271683455e-7,1.5581050395128885e-6,AT3G23760,NA,NA
AT1G07030.1,0.7341812100761725,5.003827159112146,28.001471942893907,1.2122320776554368e-7,1.5630630189323864e-6,AT1G07030,NA,NA
AT5G11650.1,0.8355457694651145,4.214940425169062,27.99894318909932,1.2138172197531181e-7,1.5645065676311575e-6,AT5G11650,MAGL13,"NA"
AT5G42150.1,0.8377695192032328,4.742643877800176,27.964971910756912,1.2353145062497917e-7,1.5916042192870206e-6,AT5G42150,NA,NA
AT5G16110.1,-0.6992613705729973,7.459653278767774,27.96096804341099,1.2378731887361868e-7,1.5942895702534822e-6,AT5G16110,NA,NA
AT5G58940.1,1.1257864658092354,3.5480811971976403,27.959937168463757,1.238532831524204e-7,1.5945279771983257e-6,AT5G58940,CRCK1,calmodulin-binding receptor-like cytoplasmic kinase 1
AT1G33030.1,2.7523280773251058,0.8532927071395437,27.944058289140543,1.2487381257102143e-7,1.6070508808929383e-6,AT1G33030,NA,NA
AT4G10925.1,-0.9165640444437156,2.8979307988085834,27.92546014240957,1.2607982854981836e-7,1.621950382439126e-6,AT4G10925,NA,NA
AT3G28100.1,-1.0937265812030588,3.569008733183307,27.922836985676504,1.2625086652758906e-7,1.623377882786715e-6,AT3G28100,UMAMIT45,Usually multiple acids move in and out Transporters 45
AT5G06810.1,0.7854701786171827,3.3519706920407653,27.9222768843946,1.2628741698721722e-7,1.623377882786715e-6,AT5G06810,NA,NA
AT3G30180.1,-0.824306384612153,4.837153520521572,27.9206345432031,1.2639465218680004e-7,1.6241350297441127e-6,AT3G30180,BR6OX2;CYP85A2,brassinosteroid-6-oxidase 2;NA
AT1G09330.1,0.7306906058700758,5.162724470362854,27.91358845733455,1.2685575658071933e-7,1.629436977303261e-6,AT1G09330,ECH,ECHIDNA
AT1G26800.1,1.3483469529195329,3.8102521134435485,27.898599152870744,1.2784229008622706e-7,1.6414813265102794e-6,AT1G26800,MPSR1,Misfolded Protein Sensing RING E3 ligase 1
AT5G38200.1,0.9025845250535801,4.049621634858927,27.884049197109,1.2880726075110246e-7,1.6532397157213693e-6,AT5G38200,NA,NA
AT2G39200.1,2.7425984785071957,5.605525611307356,27.860817672648448,1.303631580929262e-7,1.6725707667959165e-6,AT2G39200,ATMLO12;MLO12,MILDEW RESISTANCE LOCUS O 12;MILDEW RESISTANCE LOCUS O 12
AT5G39785.2,1.7712326311449615,3.4584152582428502,27.859341318031056,1.3046266888711916e-7,1.6732086259331978e-6,AT5G39785,NA,NA
AT1G61360.1,1.4091026347547062,4.89350149234191,27.854120216422146,1.308151980439256e-7,1.677089769046924e-6,AT1G61360,NA,NA
AT5G18470.1,1.8261786624191239,4.233542935789752,27.844533521533094,1.3146497989254307e-7,1.6847773662659163e-6,AT5G18470,NA,NA
AT3G24503.1,0.6272219418531799,8.205099053258603,27.838848334234783,1.3185184612828164e-7,1.6890910154794202e-6,AT3G24503,ALDH1A;ALDH2C4;REF1,aldehyde dehydrogenase 1A;aldehyde dehydrogenase 2C4;REDUCED EPIDERMAL FLUORESCENCE1
AT2G40970.1,-0.931427438780075,3.6323023223537367,27.817149884939106,1.3333890046023512e-7,1.7074899898112881e-6,AT2G40970,MYBC1,"NA"
AT5G47110.1,-0.6268751732673535,7.213990323626936,27.80968297732447,1.3385450568150292e-7,1.7134396571085184e-6,AT5G47110,LIL3:2,light-harvesting-like 3:2
AT5G28220.1,0.7768934280744856,4.351533887114598,27.774608785031297,1.3630331457181847e-7,1.744121849292553e-6,AT5G28220,NA,NA
AT2G34640.1,-0.688789454316236,6.6420682024808055,27.76937179898688,1.366727827557446e-7,1.7481838013545985e-6,AT2G34640,HMR;PTAC12;TAC12,HEMERA;plastid transcriptionally active 12;NA
AT5G50335.1,-2.1700505934294068,0.4734733914160432,27.764051759222113,1.3704913802664538e-7,1.7523307214502807e-6,AT5G50335,NA,NA
AT2G35940.1,0.6493639947431471,6.926646232653426,27.75949574982789,1.3737226900663213e-7,1.7557942119288142e-6,AT2G35940,BLH1;EDA29,BEL1-like homeodomain 1;embryo sac development arrest 29
AT2G04305.1,0.7331315731017591,4.3035393101948625,27.75391710878926,1.3776896923416931e-7,1.7601950206108582e-6,AT2G04305,NA,NA
AT5G66590.1,-1.1294100756221108,2.5369703069283496,27.75141097462416,1.3794755533228754e-7,1.7618068241260078e-6,AT5G66590,NA,NA
AT5G61390.1,0.923626132637855,2.8702749359794106,27.732556054411283,1.3929860887911844e-7,1.7783859633571953e-6,AT5G61390,NEN2,NAC45/86-DEPENDENT EXONUCLEASE-DOMAIN PROTEIN 2
AT2G46220.1,-0.7422362965121702,6.366205314059443,27.708493925611535,1.410420636554697e-7,1.7999602821690443e-6,AT2G46220,NA,NA
AT3G09810.1,0.5874179062488509,5.522552995246742,27.707504364971232,1.4111422993796584e-7,1.8001975529140199e-6,AT3G09810,IDH-VI,isocitrate dehydrogenase VI
AT1G68620.1,1.670762419570642,2.0103480925131256,27.7056908845016,1.4124657877682456e-7,1.8012021024891304e-6,AT1G68620,NA,NA
AT1G15520.1,3.342456784132954,4.020833035675951,27.704068097885987,1.413651161286244e-7,1.8017692744795881e-6,AT1G15520,ABCG40;ATABCG40;ATPDR12;PDR12,ATP-binding cassette G40;Arabidopsis thaliana ATP-binding cassette G40;PLEIOTROPIC DRUG RESISTANCE 12;pleiotropic drug resistance 12
AT4G01250.1,1.790266466861069,4.983761897067377,27.703614092751504,1.4139829703001826e-7,1.8017692744795881e-6,AT4G01250,AtWRKY22;WRKY22,NA;NA
AT3G02540.1,-0.5476379796745737,6.429099917518656,27.68936297747259,1.424438149542511e-7,1.8142163819391435e-6,AT3G02540,RAD23-3;RAD23C,PUTATIVE DNA REPAIR PROTEIN RAD23-3;RADIATION SENSITIVE23C
AT2G15570.2,0.6803023172826513,4.4559654079092565,27.68882957940889,1.4248309719473245e-7,1.8142163819391435e-6,AT2G15570,ATHM3;ATM3;GAT1;TRX-M3,NA;Arabidopsis thioredoxin M-type 3;GFP ARRESTED TRAFFICKING 1;THIOREDOXIN-M3
AT5G02440.1,-1.1529622602105114,2.1167998168945426,27.683823763885233,1.4285228122820884e-7,1.818228164329649e-6,AT5G02440,NA,NA
AT5G49100.1,-0.8373112217013867,4.172161434864966,27.680307671389766,1.4311216967593933e-7,1.8208463178534316e-6,AT5G49100,NA,NA
AT4G33890.1,0.6739237900643693,4.6502722052845495,27.669301132828743,1.4392877407517986e-7,1.830543022889551e-6,AT4G33890,NA,NA
AT1G52360.2,0.5876867477522789,7.168282319967668,27.660398119694122,1.4459272738647378e-7,1.83829164799103e-6,AT1G52360,NA,NA
AT5G35160.2,0.6032333568570586,6.397885227689208,27.64582192188786,1.456863986927e-7,1.851495600934987e-6,AT5G35160,TMN11,"NA"
AT2G38230.1,-0.9360992451940736,6.925743762044999,27.644540323062714,1.4578295433301804e-7,1.8520222425323524e-6,AT2G38230,ATPDX1.1;PDX1.1,ARABIDOPSIS THALIANA PYRIDOXINE BIOSYNTHESIS 1.1;pyridoxine biosynthesis 1.1
AT5G21900.1,1.1235434777186175,2.679713430655129,27.642870823172586,1.4590883062755173e-7,1.8529208339935726e-6,AT5G21900,NA,NA
AT5G67630.1,0.5961640167910991,5.060570786312071,27.59657056337865,1.4944349470634704e-7,1.8970911632499711e-6,AT5G67630,NA,NA
AT1G13090.1,-0.787018468502349,5.052722414846094,27.591962661707562,1.4979993359688358e-7,1.9008977978559222e-6,AT1G13090,CYP71B28,"""cytochrome P450, family 71, subfamily B, polypeptide 28"""
AT2G43100.1,-0.6717987480145582,5.763450957723028,27.581878382273597,1.5058296673685516e-7,1.910069689006428e-6,AT2G43100,ATLEUD1;IPMI2,NA;isopropylmalate isomerase 2
AT3G53480.1,0.6748895129207272,6.786670890173629,27.58119202075203,1.5063641080492334e-7,1.910069689006428e-6,AT3G53480,ABCG37;ATPDR9;PDR9;PIS1,ATP-binding cassette G37;PLEIOTROPIC DRUG RESISTANCE 9;pleiotropic drug resistance 9;polar auxin transport inhibitor sensitive 1
AT5G49980.1,-0.6257594205421962,6.120694310178804,27.568537336376664,1.5162519082896897e-7,1.921882181152401e-6,AT5G49980,AFB5,auxin F-box protein 5
AT4G21430.1,-0.6906951035091893,4.278387463438616,27.56497491890158,1.5190471352270927e-7,1.9246991643250666e-6,AT4G21430,B160,"NA"
AT5G54940.1,1.0199251843342765,7.963981165240385,27.546921308612745,1.5332923805462312e-7,1.942016229593459e-6,AT5G54940,NA,NA
AT3G04605.1,0.7419220261478292,5.440982282537358,27.536732266278406,1.5413910909413477e-7,1.9515381852980847e-6,AT3G04605,MUG1,MUSTANG 1
AT1G43890.1,0.5781575893480769,5.552233437970837,27.529524297638922,1.547146187134278e-7,1.9580868617734843e-6,AT1G43890,ATRAB-C1;ATRAB18;ATRABC1;RAB18;RAB18-1;RABC1,ARABIDOPSIS RAB GTPASE HOMOLOG C1;ARABIDOPSIS RAB GTPASE HOMOLOG B18;ARABIDOPSIS RAB GTPASE HOMOLOG C1;RAB GTPASE HOMOLOG B18;RAB GTPASE HOMOLOG 18-1;RAB GTPASE HOMOLOG C1
AT1G22650.1,1.1978312266284852,3.611791125684892,27.526001832439178,1.5499664759002948e-7,1.9600998646523518e-6,AT1G22650,A/N-InvD,alkaline/neutral invertase D
AT2G32200.1,4.500132165608556,-0.11399288425877781,27.52574131978243,1.5501752618584093e-7,1.9600998646523518e-6,AT2G32200,AthCYSTM5,Cysteine-Rich Transmembrane Module 5
AT1G74790.1,1.079588150380956,5.83016552337129,27.525352776741272,1.550486709197652e-7,1.9600998646523518e-6,AT1G74790,NA,NA
AT1G03000.1,-0.5789549862313631,5.0489223774236125,27.511731413237722,1.56144501335609e-7,1.973210806272709e-6,AT1G03000,PEX6,peroxin 6
AT3G48570.1,1.014814756665994,3.4371721046424537,27.494553403307414,1.5753753529038116e-7,1.9900662634689428e-6,AT3G48570,NA,NA
AT2G23360.1,-0.885488042530779,3.5927832502290156,27.489646147429426,1.5793776683698814e-7,1.9943723567292276e-6,AT2G23360,NA,NA
AT2G21500.2,0.6862605446308374,4.733092401162315,27.48811101760693,1.5806317983026108e-7,1.9952062241384044e-6,AT2G21500,NA,NA
AT2G26560.1,1.7942939281693262,5.910737297092698,27.478817305269224,1.588245670132109e-7,2.0040642511370305e-6,AT2G26560,PLA IIA;PLA2A;PLAII alpha;PLP2;PLP2,PHOSPHOLIPASE A 2A;phospholipase A 2A;NA;PATATIN-LIKE PROTEIN 2;PHOSPHOLIPASE A 2A
AT1G20030.2,-1.2898968042472219,2.5594926902346353,27.475371956323084,1.5910776009813673e-07,2.0068839920486453e-6,AT1G20030,NA,NA
AT2G02010.1,3.6069252853478115,3.286965092814689,27.45174329143038,1.6106362028520808e-7,2.0307916580951452e-6,AT2G02010,GAD4,glutamate decarboxylase 4
AT2G24060.1,-0.6653484849426983,6.621447227904006,27.450690359794322,1.6115133520110035e-7,2.031135470902991e-6,AT2G24060,AtIF3-2;AtINFC-2;SVR9,Initiation factor 3-2;NA;SUPPRESSOR OF VARIEGATION9
AT5G54650.1,0.6771762657634424,4.9958407787142995,27.447742277639556,1.6139718118907059e-7,2.0334713469498125e-6,AT5G54650,ATFH5;Fh5,FORMIN HOMOLOGY 5;formin homology5
AT3G50360.1,0.6026016798891044,5.417006309658769,27.442144804801927,1.6186499956223246e-7,2.038601092687457e-6,AT3G50360,ATCEN2;CEN1;CEN2;CML20,centrin2;CENTRIN 1;centrin2;CALMODULIN20
AT4G09730.1,-0.6696566247576995,6.247768172949544,27.42044157020485,1.6369177032878224e-7,2.0608358436072463e-6,AT4G09730,RH39,RH39
AT1G18740.1,0.8035421243635259,4.554404450138195,27.415945949885817,1.6407274424500067e-7,2.064858558846634e-6,AT1G18740,NA,NA
AT5G15310.1,-1.1453985048573692,4.498311772440076,27.40106316764456,1.6534031280458693e-7,2.0800318947434407e-6,AT5G15310,ATMIXTA;ATMYB16;MYB16,NA;myb domain protein 16;myb domain protein 16
AT2G43500.1,-0.8599833455125867,3.065047345431202,27.398915113670906,1.6552407155906442e-7,2.0815643160657495e-6,AT2G43500,NLP8,NIN-like protein 8
AT4G39620.1,-0.8785405943061804,4.456106310866839,27.398185048336984,1.6558657277248475e-7,2.081571275084561e-6,AT4G39620,ATPPR5;EMB2453,A. THALIANA PENTATRICOPEPTIDE REPEAT 5;EMBRYO DEFECTIVE 2453
AT2G39670.2,-0.6689076480555861,6.299535584233352,27.39740311844694,1.6565354036580881e-7,2.0816343542901677e-6,AT2G39670,NA,NA
AT5G25910.1,1.7897398820326875,2.199007805834872,27.384606842137277,1.6675332926316367e-7,2.094671166318066e-6,AT5G25910,AtRLP52;RLP52,receptor like protein 52;receptor like protein 52
AT2G34610.1,1.2099935254265692,1.9305043819112582,27.379088035812337,1.6722990438858604e-7,2.0998726634025664e-6,AT2G34610,NA,NA
AT4G12790.1,0.6027366937144305,5.252373659037196,27.368123369545767,1.6818080934760057e-7,2.11102411494138e-6,AT4G12790,NA,NA
AT2G42200.1,-1.3697030833887183,2.473021943601079,27.358835768937006,1.6899050958239635e-7,2.1202080623094824e-6,AT2G42200,AtSPL9;SPL9,NA;squamosa promoter binding protein-like 9
AT5G64130.3,0.6017309296773158,6.953423812807215,27.358284751622207,1.6903867028531347e-7,2.1202080623094824e-6,AT5G64130,NA,NA
AT4G33220.1,0.6898200810225525,6.8597772798442245,27.320883310131386,1.723400389957547e-7,2.160226386823672e-6,AT4G33220,ATPME44;PME44,A. THALIANA PECTIN METHYLESTERASE 44;pectin methylesterase 44
AT3G62830.1,0.562946375557732,6.640382584124021,27.3206839932321,1.7235780438885379e-7,2.160226386823672e-6,AT3G62830,ATUXS2;AUD1;UXS2,NA;NA;UDP-GLUCURONIC ACID DECARBOXYLASE 2
AT1G58200.1,-0.9051994849801263,5.992301461801275,27.29723575807749,1.744606386109466e-7,2.1857667332606365e-6,AT1G58200,MSL3,MSCS-like 3
AT3G11370.1,2.1806739092581777,1.3094735993962716,27.288722930183837,1.7523041331785454e-7,2.1945927500210766e-6,AT3G11370,NA,NA
AT3G59520.1,0.9314523354824134,2.729979442106552,27.280531164037477,1.7597436964919594e-07,2.2030889601163496e-6,AT3G59520,ATRBL12;ATRBL13;RBL12;RBL13,ARABIDOPSIS RHOMBOID-LIKE PROTEIN 12;RHOMBOID-like protein 13;RHOMBOID-like protein 12;RHOMBOID-like protein 13
AT3G48530.1,-0.7278234580012642,5.992822035377962,27.278348789654192,1.7617310104983677e-7,2.2047555089298376e-6,AT3G48530,KIN&#947;;KING1,NA;SNF1-related protein kinase regulatory subunit gamma 1
AT5G42020.1,1.027513876511035,8.461452372216407,27.265229081358,1.773725576735588e-7,2.2189399415290106e-6,AT5G42020,BIP;BIP2,luminal binding protein;NA
AT1G70210.1,-1.1309049995273535,4.344214264575605,27.253089813318333,1.784896672899403e-7,2.2320840343418584e-06,AT1G70210,ATCYCD1;1;CYCD1;1,NA;CYCLIN D1;1
AT1G02850.4,1.0079192941442552,5.318551963692541,27.251234544605097,1.786610174813446e-7,2.233395650821481e-6,AT1G02850,BGLU11,beta glucosidase 11
AT1G32160.1,-0.6750440072140353,5.574322713662149,27.242565906851716,1.7946382887571704e-7,2.242002567383864e-6,AT1G32160,NA,NA
AT2G29350.1,2.757582149580144,3.5464932769113733,27.242359650975843,1.7948297441410017e-7,2.242002567383864e-6,AT2G29350,SAG13,senescence-associated gene 13
AT3G08920.1,-0.8372992248658314,4.452918280965541,27.20450395031194,1.8303179300503398e-7,2.2854828348402645e-6,AT3G08920,NA,NA
AT1G69360.1,-0.7809075297131948,4.086565579590998,27.19533371672784,1.8390199433173517e-7,2.2954958445523646e-6,AT1G69360,NA,NA
AT1G17080.1,0.6353242415567635,4.6629218189063835,27.194590513066032,1.839727013770082e-7,2.2955257005830784e-6,AT1G17080,NA,NA
AT5G56180.1,-0.7678631294304497,3.874187636011213,27.186099510095758,1.8478245640094954e-7,2.3047736080121404e-6,AT5G56180,ARP8;ARP8;ATARP8,NA;actin-related protein 8;actin-related protein 8
AT1G05520.1,0.5673541085208262,6.245496841278223,27.17922526408962,1.8544064329693246e-7,2.3121248593927733e-6,AT1G05520,AtSEC23B,"NA"
AT4G19120.1,0.843741534972817,7.129049985422059,27.13125057500079,1.9009995385149697e-7,2.3693392616164692e-6,AT4G19120,ERD3,early-responsive to dehydration 3
AT2G48120.1,-0.6526374094543116,4.700611799255334,27.11691776060674,1.915145906867421e-7,2.3860857531538405e-6,AT2G48120,PAC,PALE CRESS
AT5G19290.1,-0.8311761229259799,5.618102568137478,27.10395290591879,1.9280329730711657e-7,2.4012514440747704e-6,AT5G19290,MAGL16,"NA"
AT1G14150.1,-1.0335763878414703,5.8783993886434684,27.09887988906246,1.9330991774461557e-7,2.4066690833844284e-6,AT1G14150,PnsL2;PQL1;PQL2,Photosynthetic NDH  subcomplex L 2;PsbQ-like 1;PsbQ-like 2
AT5G13300.1,-0.5951688699744634,6.123995990036505,27.093464143595433,1.9385223758075223e-7,2.4125269952549764e-6,AT5G13300,AGD3;SFC;VAN3,ARF-GAP DOMAIN3;SCARFACE;ASCULAR NETWORK DEFECTIVE 3
AT2G32160.3,1.6547423821463938,2.866386234120053,27.08442843794711,1.947604481156499e-7,2.422932461155893e-6,AT2G32160,NA,NA
AT1G79550.1,0.5770082636460299,7.609306106955964,27.078226466245056,1.9538629705704388e-7,2.4298187837567685e-6,AT1G79550,PGK;PGK3,phosphoglycerate kinase;phosphoglycerate kinase 3
AT5G43950.1,1.1860041228057956,3.2559153383124437,27.07184382894442,1.9603248185240741e-7,2.436952813616202e-6,AT5G43950,NA,NA
AT5G65290.1,0.5827141101009377,4.833627154597588,27.061558194817216,1.9707832015767792e-7,2.4490479711310256e-6,AT5G65290,NA,NA
AT1G27510.1,-0.55653102999617,6.215322299281677,27.03810930279459,1.9948354680844497e-7,2.4780207541062357e-6,AT1G27510,EX2,EXECUTER 2
AT1G27730.1,1.727098126478204,4.2935374011878515,27.031012062969268,2.0021731667272676e-7,2.4862166573676883e-6,AT1G27730,STZ;ZAT10,salt tolerance zinc finger;NA
AT1G27910.1,0.8891934441123605,4.811370568638621,27.02371082847946,2.0097500017230629e-7,2.4947033453231754e-6,AT1G27910,ATPUB45;PUB45,ARABIDOPSIS THALIANA PLANT U-BOX 45;plant U-box 45
AT1G74390.1,-0.9109054060240956,2.7472413632496333,27.014839673913798,2.0189946985795992e-7,2.505253318377832e-6,AT1G74390,NEN3,NAC45/86-DEPENDENT EXONUCLEASE-DOMAIN PROTEIN 3
AT2G16405.1,0.6360442261269285,4.557434272114957,27.001107225674495,2.0333895119647167e-7,2.5221836242539096e-6,AT2G16405,NA,NA
AT3G55250.1,-0.6027972241503027,5.700971108326624,26.998074432587156,2.0365824290849918e-7,2.5252119107791104e-6,AT3G55250,PDE329;PSA3,PIGMENT DEFECTIVE 329;Photosystem I Assembly 3
AT4G12830.1,-0.9617095129267093,5.439357012198988,26.992956865528157,2.0419815888755538e-7,2.5309725322536464e-6,AT4G12830,NA,NA
AT1G68780.1,-0.8813971511985007,3.8715827975525565,26.988381367515125,2.046820998494523e-7,2.5360353684149326e-6,AT1G68780,NA,NA
AT3G13510.1,-0.7704411253686126,4.814433985341549,26.982507881649788,2.0530501160498654e-7,2.5422604635734464e-6,AT3G13510,NA,NA
AT1G79340.1,0.5497058727740863,7.357721730198695,26.982217661542578,2.0533584007316036e-7,2.5422604635734464e-6,AT1G79340,AtMC4;AtMCP2d;MC4;MCP2d,metacaspase 4;metacaspase 2d;metacaspase 4;metacaspase 2d
